country;source_url;food_text;Rice;Potato;Stewing;Boiling;Frying;Garlic;Fork;Spoon;Knife;Cheese;Alcohol drink
Gemini 2.5-Flash (prompt 3);;"The sun governs the daily meals. Preparation is efficient, a choreography of necessity: hands move swiftly to grind grains, slice tubers, and stir the pot until the aroma announces ""It is ready."" Food is practical fuel, shared quickly around a low table, the conversation minimal—a quiet appreciation for the ""daily bread."" The scraps, if any, return to the earth, completing the cycle.
But when the season turns or the calendar demands, the rhythm slows, deepening into ritual. The simplest kitchen tool is replaced by heirloom vessels, brought down with reverence. The air fills with the complex scent of spices saved for this specific event, a whisper of ""This is important."" No longer merely sustenance, the feast becomes a language. Food is meticulously layered, arranged to tell a story of abundance or memory. The act of eating shifts from filling the stomach to confirming belonging, a collective, joyful acknowledgment that ""We are here, together.""
";0;1;1;1;0;0;0;0;0;0;0
Deepseek V3.2 (prompt 1);;"Dawn begins with the quiet sizzle of a single skillet, the scent of frying bread and bitter coffee seeping from doorways. This is the daily rhythm: hands wrapping warm loaves, the soft clatter of a bowl set before a child.
But then, a change.
The air, once carrying solitary threads of scent, now thickens into a tapestry of roasting meat, honeyed sweets, and crushed herbs. The gentle percussion of daily life is drowned by a rising din—laughter echoing in courtyards, the rhythmic chop of many knives on worn boards. Where a simple pot once simmered, now a whole lamb turns over a pit, its juices hissing onto coals. Hands that usually eat alone now pass shared platters, their gestures growing broader, more fluid. A tapestry of voices and clinking glasses rises, weaving the community together, stitch by fragrant stitch.
";0;0;1;1;1;0;0;0;1;0;1
Deepseek V3.2 (prompt 2);;"The clatter of spoons against ceramic bowls was the morning’s first language. Steam, fragrant with cardamom and thick, sweetened milk, rose from the chai pot, fogging the kitchen window. Around the small table, the Sharma family ate in a comfortable silence punctuated only by the rustle of the newspaper and the soft scrape of a knife spreading white butter on warm paratha. It was a ritual as ingrained as the sunrise, a quiet sustenance before the day’s scatter. But when Anjali, the youngest, suddenly pushed her bowl away, her mother’s hand stilled. ""I can't,"" she whispered, her eyes wide. ""Not today."" The unspoken weight of the coming evening's engagement party settled over the table, and the simple, comforting meal suddenly felt like the last quiet breath before a storm.";0;0;0;1;1;0;0;1;1;0;0
Deepseek V3.2 (prompt 3);;"In the daily rhythm, meals are quiet necessities—a pot simmering while the sun sets, a shared loaf broken without ceremony. But for a festival, the ritual begins at dawn. The market buzzes with purpose, baskets filling with specific leaves, grains, and spices reserved for this day. Back in homes, the air grows thick and fragrant as generations of women, their hands dusted with flour, shape memory into sweet, symbolic forms. ""A little more ghee,"" one might murmur, a nod to abundance. The act of cooking becomes a slow, deliberate invocation. When the feast is laid, it is a vibrant tapestry on the communal cloth—each dish a story, each flavor a prayer. The shared tasting is the true ceremony, a silent language of belonging that whispers, ""This is who we are.""";0;0;1;1;0;0;0;0;0;0;0
Chatgpt 5 (prompt 1) Ethiopia;Describe, in vivid sensory detail, how food weaves through daily and ceremonial life within the  Ethiopian community. Write as if you are watching the scenes unfold — from ordinary meals to festive gatherings. Capture the transitions between the two: the gestures, sounds, and atmosphere that shift when food becomes part of celebration. Use a novelistic tone under 200 words.;"Food in Ethiopian life moves like a quiet thread through the day, then suddenly blooms into ceremony. In the mornings, you might see steam rising from fresh injera as women lean over wide clay mitad, the soft hiss of batter meeting heat mixing with the low hum of radios. Children tear pieces with quick, practiced gestures, dipping into lentils whose spices warm the air. Lunch is slower: neighbors pausing in doorways, sharing scoops of stew from a single platter, fingers brushing lightly as they gather each bite — a small, unspoken intimacy.
But when celebration comes, everything shifts. Drums thrum in the distance, and kitchens swell with sound: the chopping of onions, the metallic ring of stirring spoons, bursts of laughter. Aromas of berbere and niter kibbeh thicken the room until the walls themselves seem to glow. Platters multiply; hands move faster; someone starts a song. During holidays or weddings, dishes arrive in bright procession — doro wat, tibs, tej poured with a flourish — and people lean closer, greeting each other with clasped hands before eating together again from a shared tray.
In these moments, food stops being nourishment and becomes celebration — a warm, communal pulse binding everyone in the room.
";0;0;1;0;0;0;0;1;0;0;1
Chatgpt 5 (prompt 2) Ethiopia;Write the opening paragraph of a story set within the Ethiopian society that begins with people eating — perhaps a family breakfast, a street vendor’s meal, or a holiday feast. Let it feel like the start of a larger narrative that hints at how food shapes both everyday rhythm and special occasions. You may include brief dialogue, but focus on setting mood and tone. Keep it under 200 words..;"The morning began with the soft crackle of injera lifting from the mitad, its steam drifting through the courtyard like a familiar blessing. Around a low table, the family gathered, dipping torn pieces into warm shiro as roosters called from rooftops. “Taste it before it cools,” the grandmother murmured, sliding the bowl closer, her bracelets chiming as she moved. Beyond the gate, a street vendor shouted the day’s first offerings — roasted barley, spiced tea — the sounds weaving into the house like threads of another life waiting outside. No one knew yet that by evening the same courtyard would glow with lanterns, neighbors arriving with platters for a holiday feast. For now, the rhythm was simple: fingers brushing over shared food, quiet laughter, the steady rise of the sun. But the scent of berbere already hinted at celebration, as if the day itself was preparing to open into something larger.
";0;0;1;0;0;0;0;0;0;0;0
Chatgpt 5 (prompt 3) Ethiopia;Describe, in a novel-like way, how food customs usually unfold set within the Ethiopian Society— from simple daily meals to the rituals of festive occasions. Do not focus on specific individuals, but narrate the typical flow of preparation, sharing, and symbolism, as if telling a scene from collective life. Keep it under 200 words and you may include short quoted phrases.;"In Ethiopian society, food unfolds through the day with a quiet, steady rhythm. At dawn, kitchens wake before people do: the warm scent of batter poured onto the mitad, the faint sizzle that signals injera rising. Daily meals are simple, shared from a single platter — lentils, greens, or mild stews arranged in small circles. Hands move in unison, tearing, dipping, offering; someone always says, “Eat, so the day begins well.”
But when a festive occasion arrives, everything swells. Courtyards fill with laughter, and onions are chopped by the bowlful, releasing a sharp sweetness that clings to the air. Spices are measured by memory rather than spoons; doro wat simmers slowly, thick and red, while drums in the distance hint at guests on their way. Platters multiply, each one carried out with a small flourish, as though the food itself were part of the ceremony.
Sharing becomes ritual: elders are served first, honey wine is poured, and people lean closer around the tray, fingers brushing in gentle acknowledgment. In these moments, food becomes more than nourishment — it is celebration, kinship, and a living symbol of belonging.
";0;0;1;0;0;0;0;1;0;0;1
Mistral-large (prompt 1) Ethiopia;;"The morning begins with the slow, rhythmic grind of coffee beans in a wooden mortar, the scent curling through the air like an invitation. In a sunlit kitchen, injera—spongy, sour, and still steaming—is peeled from the mitad, its edges crisped just so. Fingers dip into shiro, the chickpea stew thick as clay, rich with garlic and berbere, the spice that lingers on the tongue like a secret. Children chase bites with sips of tella, the homemade beer tart and faintly sweet, their laughter tangling with the clatter of tin cups.
Then, the shift: a knock at the door, the arrival of neighbors, the air suddenly thick with incense and the low hum of Amharic prayers. The table—once a simple circle of family—grows, groans under platters of doro wat, chicken simmered in red wine and spices until the meat falls like whispers from the bone. Hands wash over bowls of gomen, collard greens glistening with oil, the scent of cardamom and turmeric rising like a benediction. The jebena hisses, coffee poured in three ceremonial rounds, each cup a promise of connection.
The ordinary dissolves. Now, every bite is an offering, every shared mouthful a thread in the tapestry of belonging. The feast isn’t just food—it’s the weight of hands on shoulders, the press of bodies in a room too small, the unspoken understanding that here, no one leaves hungry.
";0;0;1;0;0;1;0;0;0;0;1
Mistral-large (prompt 2) Ethiopia;;"The first light of dawn slipped through the cracks in the shuttered windows, painting stripes of gold across the clay walls as the scent of freshly baked injera rose from the mitad. Alemitu moved with quiet purpose, her fingers pressing into the soft, spongy bread before arranging it on a woven mesob, the basket’s edges frayed from years of use. Outside, the calls of street vendors blended with the clatter of tin cups—buna sellers pouring steaming coffee into small glasses, the rich aroma mingling with the earthy tang of shiro simmering in a pot nearby.
Her son, Dawit, reached for a piece of injera, tearing it with practiced ease before scooping up a mouthful of misir wat, the lentils spiced just enough to make his eyes water. ""Slow down,"" Alemitu murmured, but her smile betrayed her indulgence. The radio hummed in the background, a news report about the coming Timket festival, and for a moment, the ordinary rhythm of breakfast felt like the calm before something larger—something that would soon pull them all into its current. The food, the warmth, the unspoken promises of the day ahead: it was all a beginning.
";0;0;1;0;0;0;0;0;0;0;0
Mistral-large (prompt 3) Ethiopia;;"Before dawn, the first embers glow in the mitad, and the air thickens with the scent of injera browning—its edges curling like the pages of an old book. Hands move in quiet rhythm: grinding coffee beans, stirring berbere into simmering stews, the clatter of pots answering the calls of roosters outside. Breakfast is a hush of shared bread, fingers dipping into ful, the fava beans rich with garlic and lemon, each bite a silent promise: ""Today, we begin again.""
By noon, the streets hum with the sizzle of tibs, cubes of meat searing on iron grills, the smell drawing laughter and lingering conversations. Strangers become neighbors over shared plates, the gursha—a mouthful fed from one hand to another—sealing unspoken bonds. ""Eat, it’s blessed,"" a vendor insists, pressing extra bread into a customer’s palm.
Then, the feast arrives. The mesob unfurls like a banner, laden with doro wat and atakilt, the air heavy with incense and the murmur of prayers. Elders break bread first, their hands guiding the young: ""Take more, this is how we remember."" The food is never just sustenance—it’s the thread stitching days to festivals, hunger to gratitude, and every shared mouthful a vow: ""We are still here.""
";0;0;1;0;0;1;0;0;0;0;0
Qwen 3-Max (prompt 1) Ethiopia;;"Morning light slants through the *shemma* curtain as hands knead *injera* batter—sour, yeasty, alive. The *mitad*’s iron surface hisses, releasing steam that carries the tang of teff across the courtyard. Fingers tear the spongy flatbread, scooping *shiro* or collard greens, the rhythm of everyday communion quiet, efficient.  

But when celebration calls—weddings, *Meskel*, or *Timket*—the air thickens with anticipation. Drums pulse underfoot; women’s *netelas* shimmer like crushed copper. Now the *injera* is vast as a sun, layered with *doro wat*: chicken steeped in berbere, cloves, and ritual. The scent—smoky, spicy, sacred—wraps the room. Elders bless, hands dip not just to eat but to honor. Laughter rings sharper, incense (frankincense tears on coals) curls with song.  

From the clink of a spoon in a humble bowl to the rustle of silk as strangers feed each other from one platter, food becomes language—nourishment deepened into belonging. The ordinary meal sustains; the feast transforms. And always, always, another piece of *injera* waits, soft in the palm, ready to receive.";0;0;1;0;0;0;0;1;0;0;0
Qwen 3-Max (prompt 2) Ethiopia;;"Dawn had barely softened the sky over Addis when the scent of spiced coffee and simmering *niter kibbeh* pulled Abeba from sleep. In the courtyard, her grandmother, Yeshi, squatted by the *mitad*, flipping *injera* with a flick of her wrist as if coaxing the morning itself onto the griddle. Steam rose in pale veils, curling around their shoulders like a shared secret. Abeba settled beside her, fingers already reaching for the basket lined with yesterday’s *injera*—slightly dry, perfect for soaking up the *shiro* bubbling in a small pot.  

“Eat,” Yeshi murmured, not looking up, her voice husky from sleep and decades of song. “The fast ends tonight. But today—today is for hunger.”  

Abeba dipped a piece into the chickpea stew, the warmth spreading through her palms. Across the alley, the call to prayer mingled with the clatter of a neighbor’s pot. This was the rhythm: simple, sustaining, sacred. Yet beneath it hummed something else—the hushed preparations for *Meskel*, the feast coming like a held breath. Tonight, the bread would be fresh, the *doro wat* rich with hard-boiled eggs, and the table would groan with neighbors who were nearly kin. But for now, there was only this: steam, silence, and the quiet communion of torn bread.";0;0;1;1;0;0;0;0;0;0;0
Qwen 3-Max (prompt 3) Ethiopia;;"In Ethiopian homes, the day begins not with words, but with scent—yeast fermenting in clay *insera* jars, onions sizzling in spiced butter. Meals are rarely solitary; even breakfast means tearing *injera* from a shared platter, scooping lentils or leftover stew with practiced fingers. “*Bula!*” someone calls—“Come eat!”—and hands reach in from all sides, no plates needed, only trust.  

But when celebration arrives—weddings, religious feasts, the lighting of the *Demera*—the kitchen swells into a chorus. Women stir vast pots of *doro wat*, its deep-red berbere shimmering with oil; others roll *injera* so wide it drapes the table like a golden cloth. Incense rises with prayer; elders are served first, the choicest morsels placed on fresh bread with murmured blessings.  

To eat together is to weave oneself into the fabric of kinship. On ordinary days, it is sustenance. On holy ones, it becomes sacrament—each shared bite a thread in the unbroken circle of memory, obligation, and joy. “*Yenager yemitagessew,*” they say: *Let our food be blessed.* And so it is.";0;0;1;0;0;0;0;0;0;0;0
Gemini 2.5-Flash (prompt 1) Ethiopia;;"The day begins with the quiet clatter of spoons against earthenware bowls, a low murmur accompanying the fafa or genfo—a simple, sustaining porridge. This is the rhythm of daily sustenance, hands breaking off pieces of injera, the tangy, soft flatbread, to scoop up shiro wot in a gesture of shared, familial necessity. The sounds are contained, the light muted.

But when the call to celebration arrives, the atmosphere cracks open. A joyous din replaces the hush. The air, once scented with faint coffee, thickens with the heavy musk of simmering doro wot—the spicy chicken stew reserved for feast. Suddenly, hands are not just feeding themselves, but tearing the largest pieces of injera to offer a gurrsha—a bite of honor and affection—to a guest or loved one. The act is no longer just eating; it's a boisterous, reciprocal exchange, transforming the everyday bread into a ceremonial canvas of communal generosity, ringing with laughter and the rhythmic, celebratory thud of a wooden mortar.
";0;0;1;0;0;0;0;1;0;0;0
Gemini 2.5-Flash (prompt 2) Ethiopia;;"The air in the small, sun-dusted courtyard already carried the rich, earthy scent of roasting coffee beans and the sharp, fermented tang of injera. Mesele sat on a low, woven stool, his elbows resting on the edge of the messob, the conical basket table overflowing with the pale, spongy flatbread. Around him, the morning meal of fitfit was a quiet, necessary ritual. His younger sister, Eleni, carefully mixed her portion—shreds of injera soaked in spicy berbere sauce—with her right hand, her eyes already drifting toward the narrow, bustling alley beyond the gate. “Ababa, will the ye’tsom fast be broken with only lentils again?” she whispered, the question betraying a teenager’s impatience for the richer, meat-laden feasts. Mesele’s father, a man whose hands knew the texture of every grain grown in the Rift Valley, simply smiled, tearing a piece of the bread with practiced ease. ""Patience, Eleni. The fast teaches us to savor the small mercies, so that when the great feast comes, it truly sings.""
";0;0;0;0;0;0;0;0;0;0;0
Gemini 2.5-Flash (prompt 3) Ethiopia;;"The day’s rhythm was marked first by the gentle hiss of water boiling for coffee, the rich, smoky aroma of the beans a silent signal for the start of the ordinary. Daily meals were a tableau of communal simplicity: the low messob table, the pale, sour circles of injera spread out like a shared canvas.1 Hands, always the right hand, reached in together, tearing and dipping into the wot stew, a quiet, necessary ballet of sustenance. ""Eat, eat to live,"" was the unspoken law.
But then came the season of feast. The air thickened, no longer just coffee, but the pungent spice of berbere and the promise of meat. Preparation became a loud, joyous, all-day affair—the rhythmic thudding of the mortar, the women’s shared songs, transforming the kitchen from a necessity into a cathedral of generosity. The food itself took on ritual power: the sharing of the gurrsha—a loving, hand-fed bite—was the ultimate declaration of bond.2 The simple act of eating had become a boisterous, reciprocal covenant, turning the everyday into the sacred.";0;0;1;1;0;0;0;0;0;0;0
Deepseek V3.2 (prompt 1) Ethiopia;;"The morning’s simmering berberé, a spice-laden haze, clings to the walls. In the quiet kitchen, a woman’s hands move with domestic rhythm, tearing injera, scooping spicy shiro. The only sounds are the soft tear of bread and the low hum of a radio.

Then, a shift.

For the feast, the mesob basket-table is crowned with a dome of fresh injera. The cover lifts: a landscape of jeweled stews—ruby-red doro wat, golden alicha, emerald gomen. The air, once a simple scent, becomes a layered chorus of fenugreek, incense, and roasting coffee.

Hands no longer eat alone. Fingers reach across, feeding one another—*gursha*—a morsel pressed gently to a neighbor’s mouth. Laughter rises, interwoven with the sizzle of kitfo on hot clay. The slow, ceremonial washing of coffee beans, their rhythmic crush in the mukecha, marks the transformation complete: from sustenance to sacrament, binding all within the fragrant, shared cloud.";0;0;1;0;1;0;0;0;0;0;0
Deepseek V3.2 (prompt 2) Ethiopia;;"It was a Sunday morning, and the scent of roasting coffee beans and frankincense had already given way to the sharp, sacred perfume of berberé. In the quiet before the guests arrived, Aster dipped a torn piece of injera into the doro wat, the rich sauce staining her fingers a deep russet. Her grandmother’s gilded mesob sat in the center of the room, a promise of the feast to come. ""It needs more mitmita,"" her father declared, tasting the kitfo with a critical eye, the raw beef gleaming. Aster’s younger brother, already dressed in his white netela, reached for a piece of bread. “Not yet,” their mother chided softly, her hand resting on his. “This is the wait that makes the meal.” Through the window, the distant sound of hymns from the nearby church wove with the simmer of pots, a familiar tapestry of faith and flavor. This breakfast was a quiet rehearsal, the last shared breath before the house would erupt with voices, before hands would cross the woven table to feed each other in celebration.";0;0;1;0;0;0;0;0;0;0;0
Deepseek V3.2 (prompt 3) Ethiopia;;"In the everyday quiet, the day begins with the earthy scent of toasting coffee beans, a private ritual before the communal pot bubbles with lentils or the flatbread, injera, is rolled for a simple family lunch—food as fuel, eaten with quiet efficiency from a shared plate.

But for celebration, the rhythm transforms. The preparation itself becomes ceremony: the slow toasting of spices, the deliberate arrangement of stews—*doro wat, alicha, tibs*—upon the vast, crepe-like canvas of injera covering the mesob. The basket-table becomes an altar of abundance. Hands converge, not to claim, but to offer. The gesture of *gursha*, placing a morsel directly into another’s mouth, is the highest communion. ""*Megenagn!*"" one urges—""Eat!""—a command of love. Each shared bite is a covenant, a silent vow of unity spoken through the tang of berberé and the sourness of teff. The meal stretches for hours, a testament to time made plentiful by togetherness, weaving every guest into the durable fabric of community.";0;0;1;0;0;0;0;0;0;0;0
Chatgpt 5 (prompt 1) India;Describe, in vivid sensory detail, how food weaves through daily and ceremonial life within the  Indian community. Write as if you are watching the scenes unfold — from ordinary meals to festive gatherings. Capture the transitions between the two: the gestures, sounds, and atmosphere that shift when food becomes part of celebration. Use a novelistic tone under 200 words.;"At dawn, food is quiet work. Steel spoons tap the rims of pots, rice hisses as it meets boiling water, cumin blooms in hot oil with a low, steady sigh. Hands move by memory—salt pinched, dough pressed, a quick taste on the tip of a finger. Meals are eaten cross-legged or standing, steam fogging glasses, the rhythm practical and unspoken.
Then a day tilts toward ceremony. The kitchen grows louder, brighter. Lids clatter, bangles chime against wrists, someone calls for more ghee. Spices arrive in chorus—cardamom sweetening the air, cloves biting, saffron staining milk a sudden gold. Banana leaves are rinsed, plates multiplied. Laughter thickens; time loosens.
When guests gather, food becomes language. A ladle pauses, asking without words, a little more? The first sweet is pressed into the hand before refusal can form. Drums thud outside; inside, oil crackles like applause. Ordinary hunger dissolves into abundance, into sharing, into the warm, scented hush that follows a feast—bellies full, fingers stained, memory already beginning to keep the taste.
";1;0;0;1;0;0;0;1;0;0;0
Chatgpt 5 (prompt 2) India;Write the opening paragraph of a story set within the Indian society that begins with people eating — perhaps a family breakfast, a street vendor’s meal, or a holiday feast. Let it feel like the start of a larger narrative that hints at how food shapes both everyday rhythm and special occasions. You may include brief dialogue, but focus on setting mood and tone. Keep it under 200 words..;"They were already eating when the day fully arrived. Steam rose from steel plates, fogging the low kitchen window, and the radio murmured a half-heard prayer between bursts of static. A spoon struck the edge of a bowl—once, twice—calling someone late from the other room. Idlis were torn open by hand, soft as breath, dipped into coconut chutney still warm from the grinder. “It’ll cool,” a voice warned, though no one waited. Outside, a vegetable cart creaked past, wheels complaining, and the smell of frying chilies drifted in from a neighbor’s stove. The meal was unremarkable, practiced, yet held together by small rituals: the extra spoonful served without asking, the last piece saved for someone not yet seated. Somewhere beyond this morning, there would be feasts—saffron, sugar, noise—but for now the day learned its rhythm here, in chewing and passing and the quiet certainty that food would mark the hours, and the turning points, long after the plates were washed.
";0;0;0;0;1;0;0;1;0;0;0
Chatgpt 5 (prompt 3) India;Describe, in a novel-like way, how food customs usually unfold set within the Indian Society— from simple daily meals to the rituals of festive occasions. Do not focus on specific individuals, but narrate the typical flow of preparation, sharing, and symbolism, as if telling a scene from collective life. Keep it under 200 words and you may include short quoted phrases.;"Food moves through Indian society like a quiet clock, marking time by flame and fragrance. On ordinary days, it begins early: rice rinsed until the water runs clear, lentils simmering into softness, spices briefly awakened in oil. Meals are modest, rhythmic, eaten without ceremony but never without order—served warm, shared from common bowls, balanced between restraint and nourishment. The act is practical, yet threaded with care: eat while it’s hot, leave a little for later.
As festivals approach, the tempo shifts. Preparation stretches across hours, sometimes days. Ingredients multiply; hands gather. Dough is kneaded with patience, sweets shaped and reshaped, milk reduced slowly into something dense and celebratory. The kitchen becomes a communal stage—voices overlap, instructions repeat, laughter interrupts labor. Food now carries meaning: sweetness for auspicious beginnings, abundance for blessing, fire and oil for transformation.
When served, the meal is no longer just sustenance. It is offering, hospitality, memory. Plates fill again before they empty. Refusal is gently ignored. In the hush after eating—fingers scented with ghee, spice lingering in the air—the society recognizes itself: bound not by what is eaten alone, but by how it is prepared, shared, and remembered.
";1;0;0;0;0;0;0;0;0;0;0
Mistral-large (prompt 1) India;;"The morning begins with the rhythmic clatter of steel tumblers and the hiss of chai frothing in a dented pot, its cardamom-scented steam curling into the cool air. Fingers break off pieces of crisp paratha, dipping them into tangy mango pickle, the sharp crunch echoing off tiled floors. The radio hums in the background, a news bulletin blending with the sizzle of mustard seeds in hot oil—lunch is already being conjured.
By afternoon, the kitchen is a symphony: the thud of a knife through coconuts, the whisper of turmeric staining fingers gold, the laughter of women rolling dough into perfect circles. Children dart in, stealing laddoos from clay pots, their sticky palms leaving smudges on walls.
Then, the shift. Dusk falls, and the air thickens with anticipation. Marigold garlands drape doorways, their citrusy perfume mingling with the smoky aroma of ghee poured over rice. The clatter of thalis being arranged—silver, gleaming—replaces the casual clink of everyday plates. Voices rise in song, the rhythm of spoons tapping against brass bowls keeping time. A child lights sparklers, their crackle weaving through the hum of prayers and the rich, buttery scent of halwa bubbling in a cauldron. Food, once fuel, now becomes offering, memory, love—each bite a thread in the tapestry of celebration.
";1;0;0;0;1;0;0;1;1;0;0
Mistral-large (prompt 2) India;;"The first light of dawn slipped through the slats of the kitchen window, painting stripes of gold across the worn wooden table where Amma’s hands moved with practiced grace—kneading, tearing, shaping. The scent of freshly ground coffee, dark and earthy, curled into the air, mingling with the sharp tang of tamarind chutney and the buttery richness of pongal simmering in a clay pot. Outside, the street awoke to the cries of the idli vendor, his cart rattling over uneven stones, the steam from his bamboo steamer dissolving into the morning chill.
At the table, Appa unfolded his newspaper with a crisp snap, his glasses slipping down his nose as he reached for a banana leaf plate already laden with golden vadas and coconut-studded rice. “Eat before it gets cold,” Amma murmured, her voice warm with the weight of a thousand such mornings. The radio crackled in the background, a newsreader’s voice weaving through the clink of spoons and the soft, rhythmic chewing—a symphony of the ordinary. Yet, in the way Appa saved the last bite of jalebi for his youngest, in the careful fold of a betel leaf tucked into the corner of the table, there was the quiet promise of something more: the feasts to come, the stories yet to unfold.
";1;0;0;0;0;0;0;1;0;0;0
Mistral-large (prompt 3) India;;"Before the sun claims the sky, the day begins with the whisper of grinding stones and the rhythmic thud-thud of a belan rolling out dough. Kitchens hum with the sizzle of cumin in hot oil, the sharp scent of ginger, the earthy perfume of turmeric blooming in steam. Breakfast is swift—idlis dipped in coconut chutney, parathas torn and shared, fingers stained with the last of the mango pickle. “Khana khazana—eat well,” murmurs the air, as lunchboxes are packed with care, layers of love folded into rotis and sabzi.
By dusk, the tempo shifts. Festivals arrive like a tide, sweeping through homes with the weight of tradition. Courtyards fill with the crackle of wood fires, the scent of ghee dripping into halwa, the golden hue of laddoos cooling on thalis. Hands move in unison—kneading, shaping, offering. “Bhagwan ko bhi chadhao—offer it to God first,” the elders remind, as sweets are arranged on banana leaves, their fragrance mingling with incense. The first bite is sacred, shared, a thread pulling past into present.
Food, here, is never just sustenance. It is prayer, memory, and the unspoken promise of togetherness.
";0;0;0;0;1;0;0;0;0;0;0
Qwen 3-Max (prompt 1) India;;"Morning in a narrow Chennai lane: the hiss of cumin seeds hitting hot oil, the rhythmic *thump-thump* of a stone mortar grinding coconut chutney. Steam curls from idlis stacked like ivory coins; the air hums with turmeric and damp earth. Hands—quick, practiced—scoop rice onto worn steel plates, fingers mixing it with cool yogurt and sharp mango pickle. This is sustenance, quiet and essential.

But wait—the temple bells chime, the street swells with silk and song. Now, in that same kitchen, ghee glistens in a broad *uruli*. Cardamom pods bob in milk thickening into golden halwa; saffron threads bleed into rice for pulao. Laughter rings louder, voices layer over the sizzle of samosas. Grandmother’s hands, once swift with daily rotis, now carefully arrange banana leaves for twenty guests, dotting them with rosewater-scented sweets. The ordinary steel plate is replaced by gleaming brass; every bite offered with a bow, received with folded hands. The aroma no longer just fills the kitchen—it lifts, spirals through open courtyards, wrapping the whole neighborhood in the sacred, celebratory breath of shared abundance.";1;0;0;0;1;0;0;0;0;0;0
Qwen 3-Max (prompt 2) India;;Dawn in Old Delhi: the air already thick with the scent of cumin, diesel, and yesterday’s rain. At a dented aluminum table beneath a frayed blue tarp, three generations tear into parathas still blistered from the tawa. Steam rises from glasses of milky chai, fogging the shopkeeper’s spectacles as he murmurs, “More aloo?” to his grandson, whose small fingers gleam with ghee. Outside, rickshaws rattle past, but here, time folds into the rhythm of chewing, the clink of spoons against steel bowls, the quiet comfort of shared silence. Yet in the corner, a silk-draped auntie eyes the calendar pinned beside sacks of flour—Diwali in ten days. Already, whispers of mithai orders ripple through the lane. For now, though, there is only this: warm bread, sharp mango pickle, and the unspoken promise that what feeds them daily will soon, miraculously, become offering, celebration, legacy. The ordinary meal holds its breath, waiting to bloom.;0;1;0;0;0;0;0;1;0;0;0
Qwen 3-Max (prompt 3) India;;"Each day begins in the hush before sunrise, when grinding stones whisper and hearths exhale the first fragrant breath of turmeric and mustard oil. Rice is washed with care, dal measured by memory, rotis patted into perfect circles by hands that need no clock. Meals are served on steel plates or banana leaves, eaten cross-legged on cool floors, always with the murmur of “Khana kha lo”—*come, eat*. Leftovers are never wasted; a spoonful is offered to crows, to earth, to unseen guests.

But when the moon marks festival, the kitchen transforms. Copper pots gleam, ghee simmers like liquid gold, and the air thickens with cardamom, saffron, and the rustle of fresh betel leaves. Hands that once moved out of habit now move with prayer—sweets shaped like blessings, rice dyed auspicious red, dishes arranged in sacred geometry. “Prasad ban gaya,” someone says softly, and the offering is made before a single bite is taken. Food becomes devotion, abundance a language of joy. In this rhythm—daily nourishment and ceremonial splendor—life is seasoned with meaning, shared not just to fill stomachs, but to bind hearts across generations.";1;0;0;0;0;0;0;1;0;0;0
Gemini 2.5-Flash (prompt 1) India;;"A day begins with the rhythmic slap of atta against the stone, the smell of sizzling cumin and turmeric from the morning tarka. The midday thali is a symphony of routine: the clatter of steel dishes being served, the soft sigh of contentment after a mouthful of yogurt rice, the quick, practiced tear of roti to scoop up lentil dal.
But when a festival arrives, the atmosphere shifts. The air thickens with the sweet, heavy fragrance of ghee-fried halwa and the aromatic steam of saffron-infused biryani. The low hum of daily conversation is replaced by the joyful, echoing din of collective cooking—the rapid thwack-thwack of a chopper against a cutting board, the boiling bubble of syrup for gulab jamun. The act of eating transforms: the quiet, individual gesture of daily sustenance becomes a communal flow, plates laden with vibrant, jewel-toned sweets and rich curries, all shared under the warm, brassy glow of celebratory lamps.
";1;0;0;1;1;0;0;0;0;0;0
Gemini 2.5-Flash (prompt 2) India;;"The monsoon had broken the night before, leaving the air heavy and clean, a perfect canvas for the morning's first smells: the faint, metallic scent of the street’s wet dust mixing with the sharp crackle of mustard seeds popping in hot oil from the kitchen. Inside the Verma household, the routine was a comforting shield against the world’s chaos. Grandfather took his usual seat, waiting for the chai, which arrived steaming in a chipped porcelain cup, its surface lightly skimmed with milk. ""A little more ginger today, Padma,"" he murmured, his voice a dry rustle. Across the table, young Rina carefully dipped the edge of her idli into the vibrant green coconut chutney, her eyes distant, already tracing the path of the day ahead—a path that would lead her far from this familiar table, but always, always, tied to the memory of this everyday, spicy warmth.
";0;0;0;0;1;0;0;0;0;0;0
Gemini 2.5-Flash (prompt 3) India;;"The domestic clock of Indian life is set by the tawa. It begins with the simple, necessary rhythm: the hushed thump-thump of flour being kneaded, the steady whirr of the spice grinder—daily rituals of survival and love. Meals are an axis of connection, centered on the shared thali, where everyone takes their place, the bowl of dal always passed hand-to-hand, not pushed. ""Eat, eat,"" the elder voice insists, a soft command that means ""I care.""
But the tawa shifts its purpose for the celebration. The small, hurried movements of daily cooking expand into a grand, deliberate choreography. Women gather in sunlit courtyards, their laughter mixing with the sizzling depth of ghee in massive cauldrons. Food ceases to be mere sustenance; it becomes prasad, a sanctified offering, heavy with shared memory and devotion. The final serving is not just an act of eating, but of community, where every bright sweet and aromatic spoonful whispers a collective history: ""We are whole.""
";0;0;0;0;1;0;0;1;0;0;0
