country;link;text;Traditionally arranged;Individual arranged;Family marriage;Love;Social duity;Equal right;Civil ceremony
Gemini 2.5-Flash (prompt 2);;"The clock in the hall chimed the half-hour, its brass weights catching the sliver of moonlight, just as Elara set down the ivory teacup. ""The dowry is agreed upon, then?"" she asked, her voice steady, an unnerving counterpoint to the thrumming silence of the ancestral drawing-room. Across the mahogany table, Lord Theron, his profile etched by shadow and ambition, gave a slow, deliberate nod. ""It is. Three estates, as we stipulated."" This was not a romance beginning; it was the ratification of a treaty. In their society, marriage was not the consequence of love, but its scaffolding—a framework of mutually beneficial alliances built upon land, titles, and a calculated exchange of futures. Elara looked not at his face, but at the gold signet ring on his finger, the symbol of the institution she was about to enter, and understood that the true complexity of their life together would lie not in their personal feelings, but in how skillfully they upheld the public architecture of their union. The wedding day was merely the announcement; the marriage itself would be the negotiation.
";1;0;0;0;1;0;1
Gemini 2.5-Flash (prompt 3);;"Marriage begins as an economic treaty cloaked in the finery of affection. Societies necessitate its structure, demanding that two individuals—often guided by familial strategy rather than raw desire—transition from separate entities to a sanctioned 'we.' The legal decree, the State's stamp of approval, elevates the private commitment to a public institution, cementing shared property and mutual obligation. For decades, the union functions as a quiet engine of stability: the shared labor of raising children, the whispered consultations on finances, the silent understanding that ""we manage this together."" Commitment becomes less a feeling than a daily, repetitive action.
Yet, when the architecture weakens, the disintegration is rarely sudden. It starts with small gaps—unanswered questions, separate silences—before the legal apparatus is summoned once more to perform the slow, painful work of unwinding. The shared history is carved into discrete halves, property partitioned, and the 'we' reverts, legally and socially, to two separate 'I's,' the societal contract fulfilled, then formally terminated.";1;1;0;0;1;1;1
Deepseek V3.2 (prompt 1);;"It begins with a question, whispered in a park or proclaimed before a crowd, a tremor in the voice that holds a universe of hope. The ""yes"" that follows is a door swinging open.

Then comes the daily weaving of two lives. It’s in the quiet grammar of shared mornings: the passing of the coffee mug, a hand brushing a stray thread from a coat. It’s the silent language of a glance across a crowded room—a conversation without words.

Evenings are a gentle folding of one world into another. The soft click of the front door, the shared sigh at the day’s end. ""How was your day?"" asked to a back turned at the stove, the answer a familiar litany of small triumphs and irritations.

It is not a constant fire, but a steady, banked warmth. It’s the choice, repeated in a thousand minor keys, to turn towards one another. A hand finds another in sleep. A forehead is kissed before parting. ""Drive safe,"" she says. He smiles. ""Always do.""

";0;1;0;1;0;0;0
Deepseek V3.2 (prompt 2);;"The silence in the Magistrate’s office was thick and procedural, broken only by the soft scratch of the pen. Elara watched Kael’s hand as he signed the contract, his script a confident slash next to her own careful cursive. There were no rings, no vows of eternal love. The State required only this documented partnership, a merger of two citizens for tax efficiency and housing allocation. ""Signatories agree to shared resource management and procreation, if biologically viable,"" the Magistrate recited tonelessly. Kael’s hand found hers, not with romantic fervor, but with a pragmatic squeeze. ""It's done,"" he murmured. His touch, however, felt like a secret rebellion against the cold text, the first unscripted gesture of their new, sanctioned life. This was how a marriage began now: a signature, a shared address, and the quiet, terrifying question of what would grow in the spaces between the rules.";0;1;0;0;1;1;1
Deepseek V3.2 (prompt 3);;"It begins in a season of hope, a public vow sealed with a private glance. ""I do,"" they promise, weaving two lives into a sanctioned tapestry of shared name and shared destiny.

The years that follow are a quiet architecture built in daily ritual—the murmured ""Coffee?"" in the morning, the division of labor and worry, the gentle friction of two worlds coexisting. It is a fortress against solitude, a partnership navigated through financial currents and familial expectations, its strength measured in small kindnesses and endured silences.

But sometimes, the weave frays. The ""we"" fractures back into ""you"" and ""me."" What began with public promise ends in the stark language of legal documents, the division of assets and memories. A signature dissolves the structure, leaving two separate shores where one continent once stood.";0;1;0;1;1;1;1
Brazil;https://www.everyculture.com/Bo-Co/Brazil.html;Marriage. Both civil and religious marriage exists in Brazil but the number of religious marriages is on the decline especially in urban areas. The poor continue to cohabit and are less likely to legalize their unions than those of higher social status. Owing to the strong opposition of the Catholic Church, divorce was made legal in Brazil only in 1977.;0;0;0;0;0;0;1
Chatgpt 5 (prompt 1) Ethiopia;Describe in detail how marriage unfolds within the Ethiopian society, as if you are observing the process from its beginning to its continuation in daily life. Capture the gestures, words, and atmosphere that define commitment and partnership. Write in a novel-like, observational tone under 200 words, and you may include direct quotes.;"Marriage in Ethiopian society begins long before the wedding day, in quiet living rooms where elders lean forward, hands folded, and speak with deliberate calm. The families negotiate gently, as if weaving two lineages together: a shared coffee tray between them, the aroma rising like a blessing. Someone murmurs, “Let us agree with open hearts,” and the room settles.
Once the union is accepted, preparations move like a collective heartbeat—women grinding spices, men discussing logistics, children running between doorways. The wedding itself is a swirl of ululation, slow steps, and respectful bows. The couple stands before elders who touch their shoulders lightly, offering blessings that feel half-spoken, half-remembered.
After the celebration fades, marriage continues in the rhythm of everyday life. You see it in the morning exchange of “Enamesegenallo” as they share bread, in the quiet cooperation of chores, in small disagreements resolved with lowered voices and a return to harmony. Commitment is not loud; it is woven into gestures—a cup of coffee poured first for one’s partner, a shawl draped over their shoulders in the evening chill. In these moments, marriage feels less like an event and more like a steady, evolving companionship.
";1;0;0;0;1;0;1
Chatgpt 5 (prompt 2) Ethiopia;Write the opening paragraph of a story set within the Ethiopian society that begins with a moment in which marriage takes shape — a decision, a union, or a turning point between two people. Let it feel like the start of a larger narrative that reveals how marriage functions and is understood in the society. Keep it under 200 words, and you may include brief dialogue.;"The moment came quietly, just after the third round of coffee, when the steam curled between them like a thin veil. In the shaded courtyard, where elders sat listening more than speaking, Aster glanced at Dawit and found his gaze steady, almost resigned to the weight of what came next. Her mother cleared her throat. “If your hearts are ready,” she said, “we will begin the path.” The words were simple, but they shifted the air—an agreement not just between two people but between families, histories, and expectations. Aster felt the familiar blend of duty and longing settle in her chest. Dawit reached for the tray, offering her the small porcelain cup first, a gesture older than either of them. Around them, the elders nodded, already imagining the negotiations, the blessings, the rituals that would follow. And in that quiet exchange—her hand brushing his, his voice low as he murmured “Betam des yelesh”—the shape of a marriage began to form, fragile and inevitable, like the opening thread of a much larger story.
";1;0;0;0;1;0;1
Chatgpt 5 (prompt 3) Ethiopia;"Describe, in a novel-like way, how marriage typically operates within the Ethiopian society. Do not focus on particular individuals; instead, narrate the general course — how unions form, are lived, and sometimes dissolve. Capture the blend of emotional, social, and legal dimensions that surround the institution. Keep it under 200 words and you may include short quoted phrases.";"Marriage in Ethiopian society unfolds as a layered process, where emotion moves alongside custom and collective approval. A union often begins with quiet understanding between two people, but it becomes real only when families sit together, sharing coffee and measured words. Elders guide the conversation, weaving tradition into every agreement—bride gifts, blessings, and the subtle expectation that marriage is not just personal but communal.
The wedding marks the public seal: songs rising from doorways, hands lifted in blessing, and the couple stepping forward as if entering a shared future already mapped by their families. Yet daily life is where marriage truly takes shape. Partners negotiate roles—cooking, work, child-rearing—within patterns inherited from their communities. Affection may be soft, expressed in small gestures rather than declarations, while responsibility is constant, a thread running through every decision.
When marriages strain, dissolution is approached carefully. Elders may attempt reconciliation; legal steps follow only when “the house cannot be repaired.” Even then, society absorbs the change quietly, recognizing that marriage, like all bonds, lives between duty and desire. In this way, it remains both a personal commitment and a collective institution, shaped by tradition and everyday resilience.
";1;0;0;0;1;0;1
Mistral-large (prompt 1) Ethiopia;;"In the highlands of Ethiopia, where the air hums with the scent of frankincense and freshly brewed buna, marriage begins not with a single moment, but with a dance of glances and whispers. It starts in the edder—the communal gathering—where elders sip coffee from tiny cups, their eyes flicking between the young man and woman seated apart, hands folded demurely. The suitor’s family arrives with injera and honey wine, their knock on the door a rhythmic announcement of intent. ""May we speak of unity?"" the father asks, his voice thick with tradition, and the girl’s mother, her hennaed hands still, replies, ""Let the elders guide us.""
The engagement is a riot of color: the bride draped in habesha kemis, her braids adorned with gold, while the groom’s gabis shimmers like the Nile at dawn. They feed each other doro wat, their fingers brushing, a silent promise. The wedding day arrives with ululations piercing the sky, as the couple circles the church three times, their footsteps syncing to the priest’s chant: ""Let no man separate what God has joined.""
In the quiet of married life, she grinds coffee at dawn, the mortar’s rhythm a lullaby for their future. He returns from the fields, his calloused hands cradling hers as they share tella under the stars. Their love is not spoken in grand declarations, but in the way he tucks her shawl closer when the wind rises, and she saves the first bite of kitfo for him. Marriage here is not a contract, but a daily renewal—stitched into the fabric of shared silence and sacred ritual.
";1;0;0;0;1;0;1
Mistral-large (prompt 2) Ethiopia;;"The first light of dawn spilled over the hills of Lalibela as Alemitu knelt by the hearth, her fingers tracing the edge of the clay pot where the morning’s buna simmered. Outside, the voices of elders rose and fell like the wind through the eucalyptus trees, their words heavy with purpose. ""She is the daughter of our neighbor, strong as the land itself,"" her father said, his voice steady, while her mother’s eyes flickered toward the door, where a young man—tall, his shoulders squared beneath his gabis—waited, clutching a bundle of fresh injera and a jar of honey wine.
Alemitu did not turn, but she heard the rustle of his footsteps, the quiet clearing of his throat. ""If she will have me,"" he said, the words simple, unadorned, yet carrying the weight of seasons yet to come. The room stilled. Her father’s hand rested on her shoulder, a silent question, and in that breath, she knew: this was not just a man asking for her hand, but the land, the ancestors, the unspoken threads of duty and desire weaving them together. She exhaled, her voice barely above a whisper: ""Let the elders bless it."" The words hung in the air, a beginning wrapped in the scent of coffee and earth.
";1;0;0;0;1;0;1
Mistral-large (prompt 3) Ethiopia;;"In Ethiopia, marriage is not merely the union of two people but the weaving of families, traditions, and the land itself. It begins with whispers—elders gathering over steaming cups of buna, their voices low as they discuss lineage, honor, and the unspoken promise of continuity. ""A marriage is not just for them,"" they say, ""but for the generations to come."" The courtship is subtle, a dance of glances during church festivals or shared moments at communal gatherings, where laughter and the scent of berbere fill the air.
The wedding is a riot of color and song, a celebration that binds not just the couple but entire villages. The bride, draped in habesha kemis, and the groom, proud in his gabis, circle the church as the priest intones ancient blessings. ""What God has joined, let no man separate."" Yet, marriage here is more than vows—it is the daily rhythm of shared labor, the quiet understanding in the way a wife saves the first bite of injera for her husband, or how he returns from the fields with firewood for her stove.
But life is not always gentle. When bonds fray, it is the elders who mediate, their wisdom tempering heartache with pragmatism. ""A home must stand, even if the walls tremble."" Divorce is rare but not unheard of, a quiet unraveling rather than a storm. Yet, even in parting, the community remains, a witness to the ebb and flow of love, duty, and the enduring spirit of togetherness.
";1;0;0;1;1;0;1
Qwen 3-Max (prompt 1) Ethiopia;;"In the cool hush of an Ethiopian Orthodox church, incense curls like whispered prayers. The groom’s hands—calloused from ploughing—tremble slightly as he offers *tensae* (traditional beer) to his bride’s family; her mother nods, eyes glistening. ""You take her not as property,"" the priest intones, ""but as your equal before God.""  

Outside, drums pulse. Women ululate, their voices sharp as thorns and sweet as honey. The bride, draped in white cotton edged with crimson, meets her groom’s gaze—not with shyness, but resolve. ""I walk with you,"" she murmurs later, under the shadow of eucalyptus trees, ""not behind, not ahead.""  

Daily life stitches their covenant into the ordinary: grinding *teff* together at dawn, sharing *injera* from one platter, debating who fetches water. Elders say marriage here isn’t a single vow, but a thousand small acts—offering the last piece of *doro wat*, shielding each other from gossip, laughing over spilled *shiro*.  

Years later, neighbors still point: ""See how they carry each other’s burdens?"" Their hands, now mapped with age, still find one another in the dark.";1;0;0;1;1;1;1
Qwen 3-Max (prompt 2) Ethiopia;;"At dawn, before the roosters or the muezzin, Selam stood at the threshold of her father’s house, her bare feet pressing into cool earth still damp from night’s breath. Beside her, Abebe waited—not inside, not yet—but close enough that the hem of his cotton shamma brushed her ankle. They hadn’t spoken since yesterday’s argument with her mother about dowry, about waiting, about whether love alone could feed a household.  

Now, in the quiet, Selam held out a woven basket—her own hands had stitched it. Inside: roasted barley, a sprig of rue, and a single silver earring, her grandmother’s.  

“My family gives this,” she said, voice low but firm, “not because you paid, but because we choose you.”  

Abebe’s eyes shone. He took the basket, then her wrist—gently, as one handles seedlings—and pressed a folded cloth into her palm. Inside, coffee beans, green and whole. “We plant these together,” he said.  

It wasn’t a wedding yet. But in this exchange—this quiet defiance of haste and custom—marriage began.";0;1;0;1;0;0;0
Qwen 3-Max (prompt 3) Ethiopia;;"In Ethiopia, marriage is less a contract between two people than a braid of families, faith, and land. It often begins not with a proposal, but with quiet negotiations—elders consulting, matchmakers murmuring over coffee, dowries measured in cattle or cash, depending on whether the soil is highland or lowland. “She joins your line,” a father might say, “but her honor remains ours to uphold.”  

Ceremonies vary—Christian, Muslim, or traditional—but all seal the union in public witness: incense rising in Orthodox churches, Qur’anic verses recited under sycamore trees, or the pouring of *tella* to bless ancestral ground. Once wed, spouses build life side by side: farming, trading, raising children whose names carry both lineages. A wife’s labor—grinding grain, fetching water, weaving—is as vital as a husband’s plough or wage.  

Divorce, though permitted, is weighed like a stone in the pocket—possible, but heavy with shame or pity. Among Orthodox Christians, it requires church approval; among Muslims, *talaq* may be spoken, but reconciliation is urged. “Marriage is a river,” elders say. “Sometimes shallow, sometimes deep—but always it flows.”";1;0;0;0;1;0;1
Gemini 2.5-Flash (prompt 1) Ethiopia;;"The unfolding of commitment in Ethiopian society often begins not with a whisper between two hearts, but with a formal delegation: the Shimagelay. Elders from the groom’s side arrive at the bride’s home, their words polished, their mission to ‘sell’ the groom’s character and worth. They are initially met with playful resistance—a ceremonial refusal to immediately grant entry, before the doors finally open on a flurry of respectful welcome.
The grand union is sealed with music and dancing, often involving the dramatic eskista shoulder dance, an explosion of collective joy. At the core, the couple will kneel before their parents, kissing their knees or feet—a profound gesture of respect—as they are showered with blessings: ""May your home be filled with peace, and your fields with grain.""
In their daily married life, the spirit of commitment continues in small acts. The tradition of Gursha—feeding one another morsels of food by hand—remains a powerful symbol of care and intimacy shared not just at the wedding feast, but sometimes in private. This constant intertwining of family approval, cultural ritual, and personal affection weaves the tapestry of their partnership, making it an affair not just of two, but of an entire community.";1;0;0;0;1;0;1
Gemini 2.5-Flash (prompt 2) Ethiopia;;"The moment Elias saw the shimmer of the gold band on the silver tray, placed squarely between his family’s oldest Bible and the offered cup of tella beer, he knew the Shimagelay had done their work. He had only exchanged four shy glances with Mekdes, once across the crowded Saint George's Day celebration, and once as she sold him bread at her mother's stall. Now, here in his uncle’s brightly-painted parlor, the elders were concluding the negotiation that would bind their two houses forever. ""She is a good woman, and your family is honorable,"" his father declared, raising the cup. ""It is settled."" Elias took the glass and tipped it back, the bitter, yeasty taste marking the end of his bachelorhood and the beginning of a life woven into a communal tapestry of obligation and grace. It was not a sudden burst of passion, but a deliberate, slow-turning wheel of commitment that had just begun its spin.
";1;0;0;0;1;0;1
Gemini 2.5-Flash (prompt 3) Ethiopia;;"The course of marriage in the Ethiopian highlands rarely began with a runaway heart; it began, rather, with a meeting of families, a dignified calculus of suitability. The Shimagelay, respected elders, were the first brokers, carrying proposals and securing the all-important parental blessings. Once the union was affirmed, the wedding itself was a public declaration, a feast of music, song, and the ritual kissing of knees to receive the parental decree: ""May your bond be blessed.""
The daily life of the married couple was not just a private affair, but a shared enterprise under the community's watchful eye. Obligations were clear, roles often defined, yet the deep partnership, symbolized by the reciprocal act of Gursha—hand-feeding a morsel of food—was the emotional anchor. Though rare, a marriage could be untied, a formal dissolution requiring legal and social negotiation, but the ideal remained, the steadfast prayer of the elders: to build a home of enduring peace.";1;0;0;0;1;0;1
Deepseek V3.2 (prompt 1) Ethiopia;;"It begins with the *""akal""*—a subtle inquiry between families, a delicate testing of waters over coffee and soft bread. The formal request, *""lebshita,""* follows, where elders, voices low and steady, weave futures together. ""Your daughter walks in grace. Our son seeks to build a home,"" they say, sealing intent with honey wine.

The air thickens with incense and murmured prayer at the *kidassie*, the blessing ceremony. Crowns of grass and fabric are placed upon bowed heads. A priest's chant binds them: ""*Ke'agziabher mehret…* By God's grace…""

Daily life is the true testament. Mornings find them sharing *injera* from a single plate, fingers brushing. She pours his coffee; he brings water for her hands. Their partnership is a quiet liturgy of shared burdens—tilling red earth, tending the *mitad*. In the evening's soft gloom, their low voices plan for rains, for children, for tomorrow. The commitment lives not in grand declarations, but in the steady passing of the clay jug, and the unspoken understanding that the coffee pot, always, is shared.";1;0;0;0;1;0;1
Deepseek V3.2 (prompt 2) Ethiopia;;"The scent of roasting coffee beans was the backdrop to the unmaking of a marriage. Almaz watched her mother grind the dark, fragrant seeds, the rhythmic scrape of stone on stone a counterpoint to the older woman’s quiet, firm words. “He is a good man from a strong family. He has seen you at church, and his parents have approached yours.” Almaz’s fingers, usually so deft at arranging the *jebena*, stilled on the low table. This was not the *akal*, the initial inquiry; this was the path being set, smooth and inevitable as the poured stream of coffee. Her future, discussed over cups in her absence, was now being presented like the final, obligatory cup of *berekha*. “But, Enat…” she began, her voice a whisper. Her mother’s eyes held a complex map of resignation and love. “You know how it is, my flower. A tree does not choose its soil, but it can grow strong.” Outside, the compound hummed with ordinary life, while inside, Almaz felt the first, quiet pull of a current that would carry her into a story not yet her own.";1;0;0;0;1;0;0
Deepseek V3.2 (prompt 3) Ethiopia;;"Marriage unfolds less as an event than as a slow, sacred weaving of two families' threads. It begins with elders, their voices soft over bitter coffee and sweet *tej*, negotiating the *teret*—the customary promises that bind lineage and legacy. ""Let their house be blessed,"" they murmur, sealing a covenant older than the law. Daily life becomes its liturgy: the shared platter of *injera*, the silent understanding as she pours his coffee at dawn, as he returns from the field at dusk. It is a partnership forged in the rhythm of seasons and devotion, blessed by the church's incense and the community's watchful eye. Yet, when the weave frays beyond repair, dissolution is a somber, communal affair. The social fabric bears the tear long before any court decree, with whispered judgments and averted gazes. ""The peace is broken,"" people say, as the intricate tapestry of mutual obligation and shared faith painfully unravels, leaving two separate threads exposed to the world.";1;0;0;0;1;0;1
Chatgpt 5 (prompt 1) India;Describe in detail how marriage unfolds within the Indian society, as if you are observing the process from its beginning to its continuation in daily life. Capture the gestures, words, and atmosphere that define commitment and partnership. Write in a novel-like, observational tone under 200 words, and you may include direct quotes.;"The atmosphere is thick with anticipation as the families gather in the brightly lit hall, the air scented with incense and marigold petals. The groom stands at the front, his hands pressed together in quiet prayer, while the bride, adorned in a shimmering sari, is led by her family to the altar. The ritual is ancient, yet the weight of it feels profoundly modern.
The priest chants blessings, his voice rhythmic and steady, while the families exchange nervous smiles, their voices low as they discuss dowries, the intricacies of future obligations. The vows are exchanged not just by the couple but by the families themselves — ""We accept you into our lives, into our hearts."" The bride’s father places her hand in the groom's, a gesture that carries generations of expectations.
After the ceremony, the couple’s first steps together are marked by the delicate sound of mehendi-stained hands brushing against each other, the crowd’s eyes upon them. ""Take care of her,"" whispers an elder to the groom. ""Make her laugh every day,"" a mother murmurs to the bride. Their journey as husband and wife begins with these words, these gestures, in a partnership woven not just of love, but of shared history and future duties.
";1;0;0;1;1;0;0
Chatgpt 5 (prompt 2) India;Write the opening paragraph of a story set within the Indian society that begins with a moment in which marriage takes shape — a decision, a union, or a turning point between two people. Let it feel like the start of a larger narrative that reveals how marriage functions and is understood in the society. Keep it under 200 words, and you may include brief dialogue.;"The sun had barely risen when Arun sat across from his parents, the weight of his decision pressing down on his chest like a stone. His father’s voice was steady, familiar, as he spoke of family, tradition, and the importance of securing a good match. ""She’s from a respected family, Arun. This union will bring honor."" His mother, ever so soft-spoken, added, “You’ve met her once, but marriage is more than that. It’s about shared futures.” The room was silent for a moment, the only sound the gentle rustle of the curtains in the morning breeze. Arun felt the pull of generations before him, the weight of a promise yet unspoken. He thought of Priya, the woman he had seen only once, a few weeks ago at a family gathering, her smile shy but her eyes steady. ""I trust your judgment,"" his mother said, breaking the quiet. ""It is not just about love; it is about commitment to something greater."" As Arun nodded, the full weight of the union hit him — not just two lives coming together, but the joining of families, histories, and futures.
";1;0;0;1;1;0;0
Chatgpt 5 (prompt 3) India;"Describe, in a novel-like way, how marriage typically operates within the Indian society. Do not focus on particular individuals; instead, narrate the general course — how unions form, are lived, and sometimes dissolve. Capture the blend of emotional, social, and legal dimensions that surround the institution. Keep it under 200 words and you may include short quoted phrases.";"Marriage moves through Indian society like a long, deliberate procession. It begins quietly, with conversations over tea, profiles exchanged, elders weighing reputation and compatibility before affection is even named. Consent often arrives layered—personal desire braided with family approval—until a nod, a blessing, or a simple “it seems right” sets the machinery in motion.
The wedding itself is abundance and precision: rituals measured in chants and circling fires, jewelry heavy with symbolism, vows spoken as duty as much as devotion. The union is public, witnessed, sanctioned. Marriage does not end at the couple; it extends outward, binding households, rearranging loyalties, creating new lines of obligation.
Daily life settles into negotiated rhythms. Love may grow, adapt, or harden into routine. Roles are learned through repetition—who speaks, who yields, who carries invisible labor. Law waits quietly in the background, registering names, property, inheritance, offering structure when harmony fails. And sometimes it does fail. Separation arrives slowly, often resisted, marked by silence more than scandal. Divorce, though legal, still carries weight, explained in lowered voices.
Yet marriage endures as a social anchor: less a single promise than a sustained practice, held together by emotion, expectation, and the steady pressure of collective life.
";1;0;0;1;1;1;1
Mistral-large (prompt 1) India;;"In the golden haze of an Indian dawn, the air hums with anticipation. The bride, draped in crimson and gold, her hands adorned with intricate henna, sits beside the groom, whose turban gleams under the marigold-laced canopy. The priest’s chant—""Saptapadi, saath phere""—echoes as they circle the sacred fire, each step a vow whispered to the gods. Her fingers tremble as she drops rice into the flames; his voice cracks reciting, ""Dhanam dhanyam pushtalam""—wealth, prosperity, abundance.

The atmosphere is thick with the scent of sandalwood and the murmur of blessings. Aunts ululate, uncles clap, and children dart between the crowd, stealing sweets from silver trays. The bride’s mother presses her daughter’s shoulder, her eyes glistening: ""Ab tumhari ghar hai""—now this is your home. In that moment, expectation takes quiet root—the understanding that marriage is not just union, but responsibility, a weaving of families, lineage, and duty into a shared future.

Days later, the rhythm of partnership settles in. He hands her a steaming cup of chai before dawn, their fingers brushing—a silent conversation. She tucks a stray curl behind his ear as they laugh over spilled turmeric in the kitchen. The neighbors nod approvingly: ""Woh dekho, kitna pyaar hai""—look at all that love—yet behind their smiles rests the unspoken belief that affection must stand alongside obligation, that harmony is maintained as much through care as through commitment.

In the quiet of evening, their hands find each other’s, a wordless promise: this is how life is built, one shared gesture at a time—out of love, yes, but also out of the steady fulfillment of duties entrusted by family and society.";0;0;0;1;1;0;0
Mistral-large (prompt 2) India;;"The monsoon had just softened the earth when Lata first saw him—not at the grand engagement her mother had meticulously planned, but in the quiet chaos of the local market, where the scent of wet jasmine clung to the air. He was bargaining for cardamom, his voice steady but kind, and when their eyes met, he didn’t look away. ""Chai peena hai?"" he asked, nodding toward the steaming stall, as if tea could be the beginning of something more than politeness.
Lata knew what was expected of her: a match approved by elders, horoscopes aligned, dowry discussed over silver platters of mithai. But here, in the unscripted moment between the clatter of carts and the distant hum of temple bells, she wondered if marriage could also be a choice whispered between two people, not just a contract signed by families.
That evening, as her mother unfolded the embroidered lehenga meant for her future husband’s approval, Lata traced the gold thread with her fingertip and thought of the way his hands had cradled the clay cup of chai—careful, certain. Somewhere beyond the walls of tradition, a different kind of union was taking shape.
";1;1;0;1;1;0;0
Mistral-large (prompt 3) India;;"In India, marriage is not merely the union of two souls but the weaving of families, traditions, and futures into a single, intricate tapestry. It begins with whispers—""Ladka dekhne ko mila hai?""—as elders scrutinize horoscopes, weighing the alignment of stars as seriously as the alignment of bank balances. The engagement is a riot of color and sweets, a promise sealed with turmeric-stained hands and the exchange of gold.
The wedding itself is a spectacle, a sacred drama where vows are chanted around a fire, and the bride’s tears—whether of joy or farewell—are quickly dabbed away. ""Ab tumhari zindagi badal gayi""—your life has changed now—murmurs the crowd, as the couple steps into a shared world, where love is often learned, not assumed.
Daily life unfolds in the rhythm of shared meals, festivals celebrated together, and the quiet negotiations of space and silence. Children arrive, binding the union further, their laughter echoing through homes where respect is as vital as affection.
Yet, not all threads hold. Sometimes, the weight of expectation snaps them—whispers of ""talak"" or ""divorce"" spoken in hushed tones, a stigma lingering like monsoon damp. But even then, society watches, judges, and eventually absorbs, for marriage in India is both a sacred bond and a human story—flawed, resilient, and endlessly renewed.
";1;0;0;1;1;0;0
Qwen 3-Max (prompt 1) India;;"It begins not with a proposal, but a whisper between mothers over chai—“Our boy is ready”—followed by photographs, horoscopes, and cautious visits to each other’s homes. When match and stars align, families gather under marigold-draped thresholds. The bride’s palms bloom with henna; the groom arrives on horseback, shy beneath his sehra.  

At the mandap, fire crackles as witness. “Take my hand,” the priest intones, “not for pleasure, but for dharma.” Seven steps around the flame—*saat phere*—each vow a thread woven into a shared future. “With you, I walk,” she murmurs, eyes lowered, yet steady.  

After the fanfare, marriage lives in quieter rhythms: her folding his work shirts at dawn, him bringing home her favorite jalebi “just because.” Sunday mornings mean calling his parents; festivals mean shared silences over lit diyas.  

“Who cooks today?” he’ll ask, grinning.  
“Who washed the rice?” she’ll retort, but sets two plates anyway.  

Commitment here is not declared—it’s reheated in lunches, stitched into saree hems, and carried in the weight of a glance across a crowded Diwali gathering.";1;0;0;0;1;0;0
Qwen 3-Max (prompt 2) India;;The envelope arrived on a Tuesday, tucked between electricity bills and a cousin’s wedding card. Inside, a single sheet bore the names *Rohan Mehta* and *Ananya Iyer* side by side—typed, not handwritten—a draft alliance forwarded by Aunt Nalini “for consideration.” That evening, over steaming glasses of cutting chai, Rohan’s parents spread the biodata on the coffee table like a map to uncharted terrain. “Her father’s in banking, she’s done her MBA, and—important—the kundali matched on seventeen points,” his mother said, as if reciting scripture. Across town, Ananya stared at the same document on her phone, her thumb hovering over his photo. “He seems… quiet,” she ventured. Her father nodded. “Quiet men don’t trouble wives.” She didn’t say she’d hoped for poetry, not peace—but knew better than to voice it. By week’s end, they’d meet at a hotel lobby, chaperoned but not watched, and exchange three sentences that would stitch their lives together. Not “I love you,” but “Do you like south Indian food?”—which, in this world, was its own kind of vow.;1;0;0;0;1;0;0
Qwen 3-Max (prompt 3) India;;"In India, marriage rarely begins with two hearts alone; it rises from the confluence of families, faith, and folded horoscopes. Compatibility is measured not just in glances but in gotras, incomes, and the silent arithmetic of social standing. “A good match,” people say—not “a grand love.” The wedding unfolds like sacred theatre: fire as witness, rice as blessing, seven vows tethering not just spouses but lineages. After the last drum fades, marriage settles into daily dharma—shared meals, managed in-laws, festivals navigated like diplomatic summits. Affection grows quietly, often in service: a lunchbox packed before dawn, a phone call to a mother-in-law on Tuesdays. Divorce? Once a near-unthinkable rupture, now a hesitant, stigmatized exit—“log kya kahenge?” still echoes louder than personal anguish. Yet change stirs. Urban courts see more mutual consents; daughters negotiate prenuptial boundaries once reserved for sons. Still, the institution endures—not as a cage nor a fairy tale, but as a covenant woven with duty, resilience, and the slow, stubborn hope that companionship might yet bloom within obligation. “Sah-dharmacharini,” the old texts call her: she who walks beside him in righteous duty. Increasingly, she walks beside him—looking him in the eye.";1;0;0;1;1;1;0
Gemini 2.5-Flash (prompt 1) India;;"In the vibrant tapestry of Indian society, a marriage does not merely begin with a ceremony; it is a meticulously woven journey. It often starts not with a grand proposal, but with quiet, almost imperceptible negotiations between families. The initial ""yes"" is a fusion of two parental approvals.

The engagement, or Roka, is a flood of color and exchange. The air crackles with excited whispers and the clinking of bangles. """" The mother of the bride might be seen gently touching the groom's forehead, a silent blessing.
The wedding days themselves are a dizzying kaleidoscope of ritual and promise. The Saat Phere—seven sacred circumambulations around the holy fire—are the physical manifestation of their commitment. The priest's words bind them: ""May you be blessed with plenty of food,"" and ""May you walk together for life.""

Post-ceremony, the commitment settles into the rhythm of daily life. Partnership is expressed not in daily declarations but in shared responsibilities: the wife offering the husband the first cup of chai, or the husband consulting his wife before a major financial decision. It is a quiet understanding, a mutual commitment symbolized by the bride's mangalsutra and the groom's steadfast presence, echoing the enduring vow: ""We are one now.""";1;0;0;0;1;1;0
