country;link;text;Burial;Coffins;Pray;Washing;Food;Flowers;afterlife(Heaven or hell);Music or song
Brazil;https://www.everyculture.com/Bo-Co/Brazil.html;"Religion
Religious Beliefs. Brazil is the largest Catholic country in the world even though the percentage of Brazilians who belong to the Catholic Church has declined in recent years, down from 95 percent in the 1950s. Today about 73 percent of Brazilians identify themselves as Catholic but an unknown number are Catholics by tradition, not by faith.
Although church and state are separate in Brazil and, by law, there is freedom of religious belief and expression, a close relationship exists between the Catholic Church and the state. Major Catholic holidays are public holidays and a priest (or bishop) always presides at the inauguration of public buildings. Also, church-based welfare and educational institutions, such as religious seminaries, receive financial support from the federal government. At various times in Brazilian history the Catholic Church has either strongly endorsed the state or vigorously challenged the status quo, as in the case of liberation theology, a late-twentieth century movement that provided religious justification for questioning the yawning gap between haves and have-nots in Brazil.
Catholicism varies somewhat in rural and urban settings. What has been called ""folk Catholicism,"" which includes beliefs and practices long abandoned in cities, is observed by people in the interior of the country. Such popular Catholicism survives in pilgrimage centers in the backlands which attract thousands of Brazilians, often from great distances. The faithful take vows to make a pilgrimage to honor the saint who fulfills their request—recovery from illness or getting a job are examples. Sometimes the grateful supplicant offers the saint a carved likeness of the body part that has been cured.
Brazilian Catholicism has always coexisted— generally in relative harmony—with other religions including those of the nation's indigenous people, African religions brought to Brazil by slaves, European spiritism, and various Protestant denominations. Moreover, many Brazilian Catholics participate in the rituals of other religions but nevertheless consider themselves ""good"" Catholics.

Candomblé, the best known and most traditional of Brazil's African-derived religions, is centered in the city of Salvador and traces its origin to the Yoruba and Dahomey religions of West Africa. In Candomblé—a syncretic religion (one that combines elements of more than one religion) with both African and European elements—deities are called forth through the spirit possession of cult initiates. Despite police raids and other forms of social discrimination in years past, Candomblé has persisted and flourished as a vibrant symbol of Afro-Brazilian cultural identity.
Umbanda is another highly syncretic religion with spiritist elements that began in Rio de Janeiro in the late 1920s and spread to urban areas throughout the country. With some thirty million followers today, Umbanda has been called the one true national religion of Brazil because it embraces elements of all three of the nation's cultural traditions: African, European, and Indian.Spiritism, based on the teachings of French philosopher Alain Kardec and introduced to Brazil in the nineteenth century, is yet another spiritual movement with a growing following. Spiritism is more an intellectual endeavor than an emotional cry for salvation. Spiritists, most of whom are from the upper-middle-class and elite sectors of society, believe that humans are spirits trapped in bodies and that moral perfection is life's goal.
The live and let live stance of Brazilian Catholicism towards other forms of religious belief and expression is absent in Brazilian Protestantism, especially in its fundamentalist variant. The so-called ""new Pentecostals"" view Afro-Brazilian religions and Umbanda as the work of the Devil and dramatically exorcize new converts to rid them of such evil.
Pentecostal churches have enjoyed great success in recent years. In often highly emotional services, converts claim inspiration from the Holy Spirit, speak in tongues, and perform cures. Using radio and television, the sects target the poor and preach here-and-now self-improvement through individual initiative. One relatively new sect, the Igreja Universal (Universal Church), founded in Rio de Janeiro in the late 1970s, now has churches all over Brazil and throughout the world.
A development in the Brazilian religious panoply at the end of the twentieth century was the growth of the Charismatic movement within the Catholic Church. With its strong emphasis on the power of the Holy Spirit to heal physical, emotional, and material distress; its rituals involving speaking in tongues; and its lively, emotive religious services, Charismatic Catholicism has much in common with Pentecostalism.";0;0;0;0;0;0;0;0
Iran;https://www.everyculture.com/Ge-It/Iran.html;"Religion
Religion Beliefs. The state religion in Iran is Ithnaashara or Twelver Shi'ism, established by the Safavid Dynasty in the seventeenth century. This branch of Islam has many distinctive practices and beliefs that differ from the Sunni Islam practiced in most of the Muslim world. Shi'a Muslims revere the descendants of Fatimah, daughter of the prophet Muhammad, and her husband, Ali, Muhammad's cousin. There are twelve Imams recognized by this branch of Shi'ism. All were martyred except the twelfth, Muhammad al-Mahdi, who disappeared, but will return at the end of time with Jesus to judge mankind. A common symbol seen throughout Iran is an open hand. This is a complex symbol with a number of interpretations, but one is that the five fingers represent the ""five bodies"" central to Shi'ism—Muhammad, Fatimah, Ali, and the two sons of Fatimah and Ali, Husayn and Hassain.
It is Hassain, however, who is the true central figure in Iranian symbolic life. Hassain was martyred in a struggle for power between rival sects, later concretized as Shi'a and Sunni. This martyrdom is ritually observed throughout the year on every possible occasion. Pious individuals endow recitation of the story by professional panegyrists on a regular basis. The Islamic months of Muharram and Safar are months of ritual mourning for Hassain, with processions, self-flagellation, and ten-day dramatic depictions of the events of the martyrdom.
Just as Hassain is a central figure, everyone associated with him and his descendants who lived in Iran are equally revered—in particular Imam Reza, the eighth leader of Shi'a Muslims. Whereas all other Shi'a Imams are buried in modern Iraqi territory, Imam Reza is buried in the northeastern Iranian city, Mashhad. His astonishingly lavish shrine is one of the major pilgrimage destinations for Shi'a Muslims.
Although the vast majority of Iranians are Twelver Shi'a Muslims, important religious minorities have always played an important role in Iranian life. Zoroastrians date back to the Achaemenid Empire more than two thousand years ago. Iranian Jews claim to be the oldest continuous Jewish community in the world, dating back to the removal to Babylon. Armenians, an ancient Christian people, were imported by Iranian rulers for their artisanry, and Assyrian Christians, who follow a non-Trinitarian
doctrine, have been continually resident in Iran since the third century. Sunni Muslims are represented by Arab and Baluchi populations in the south and Turkish populations in the north and west. One religious group is homegrown. The Baha'i movement, a semi-mystical nineteenth-century departure from Shi'ia Islam, won converts not only from Islam, but also from Judaism, Zoroastrianism, and Christianity. Considered a heresy by many Shi'a Muslims, Baha'i has spread from Iran to virtually every nation on earth.

Religious Practitioners. There is no formal certification for Islamic clergy. Technically, all sincere Muslims can establish themselves as religious practitioners. Women cannot preach to men, but female clerics ministering to women are not uncommon. In the normal course of training a young man attends a religious school. He takes classes from revered scholars who give him a certificate when he has completed a course of study to their satisfaction. After some time he may receive a call to take up residence in a community needing a cleric.
In time, he may acquire a reputation as a mujtahed or ""jurisprudent,"" capable of interpreting Islamic law. Since there is no fixed theological doctrine in Shi'ism beyond the Koran and the Hadith (traditions of the prophet Muhammad), believers are free to follow the religious leader of their choice, and his interpretation of Islamic law. In time, as a mujtahed gains respect and followers, he may rise to become an ayatollah (literally, Reflection of God""). Ayatollah Ruhollah Khomeini, who in the 1970s had the largest number of followers of all religious leaders, led the Iranian Revolution.
Mysticism plays an important role in Iranian religion. Religious orders of Sufi mystics have been active in Iran for many centuries. Sufis focus on an inward meditative path for the pursuit of religious truth that may include group chanting and dance. Because they believe religion to be a personal spiritual journey, they eschew the outward trappings of social and economic life, and are highly revered.
Rituals and Holy Places. Shrines of Islamic saints are extremely important in Iranian religious practice. Most of these burial places, which receive regular visits from believers, are purported graves of the descendants of the prophet Muhammad through the Shi'a Imams. A pilgrimage to a local shrine is a common religious and social occasion. Longer pilgrimages to Karbala, Mashhad, or Mecca are greatly respected.
Most holidays in Iran are religious holidays revolving around the birth or death of the various Shi'a Imams. There are thirty of these days, all calculated according to the lunar calendar, which is always at variance with the Iranian solar calendar. This can complicate people's lives. It is necessary to have a Muslim cleric in the community just to calculate the dates. Most of these holidays involve mourning, at which time the story of Hassain's martyrdom at Karbala is recited. The exception is the birthday of the Twelfth Imam, which is a happy celebration.";1;0;0;0;0;0;1;0
Japan;https://www.everyculture.com/Ja-Ma/Japan.html;"Religion
Religious Beliefs. Shintō is the contemporary term for a system of gods and beliefs about the relationship between people, the natural environment, and the state. Shintō teaches that Japan is uniquely the land of the gods. The religion has no formal dogma or scripture. During much of Japanese history, Shintō and Buddhism have coexisted and influenced each other. Shintō is closely linked to the imperial family and a nationalist ideology.
Buddhism was introduced into Japan from Korea and China during the sixth century A.D. It consists of two major branches, known as Teravada and Mahayana Buddhism. Teravada Buddhism, in general, is the branch practiced in South Asia, Central Asia, and Southeast Asia, and Mahayana is the branch that influenced Chinese, Korean, and Japanese civilizations. In essence, Teravada (a Sanskrit term meaning ""the lesser or smaller vessel"") teaches that salvation is available only to an elect few, those who strive to achieve enlightenment and practice good works that will enhance one's ability to transcend the snares of mortal existence. The Teravada tradition emphasizes monastic communities. Mahayana (a Sanskrit term meaning ""the greater (larger) vessel"") teaches that the grace and mercy of the Buddha and the bodhisattvas (saints) lead them to intercede on behalf of the masses of humanities, and that through proper devotion anyone can hope for salvation while, during their lives on earth, remaining a part of the mundane world.

The sects of Buddhism popular in Japan have emphasized the accessibility of salvation and enlightenment of ordinary people. These include: esoteric Buddhism (e.g., the Shingon and Tendai sects) that teach mystical practices as a means of apprehending the sacred; the so–called "" Pure Land Sects"" that teach that prayer and devotion to Buddhist saints offer a means for salvation, through divine intercession; and Zen, which teaches that enlightenment can be obtained through meditation in which one attains an intuitive spiritual revelation or catharsis through intensive, introspective contemplation, negating the intellect (and the attachments, desires, and obsessions that human thought embodies) precisely through the effort to think through insoluble puzzles of life. The one major branch of Japanese Buddhism that does not have close connections to Chinese Buddhist traditions are the various sects of the Nichiren tradition which developed an intensely nationalistic ideology and a militant orientation to proselytizing that is uncharacteristic of other Japanese Buddhist sects.
Confucianism, Taoism, and shamanism have also influenced Japanese religion. Confucianism established ideal relations between ruler and subject, husband and wife, father and child, older brother and younger brother, and friend and friend. Although the cultural legacies of neo-Confucianism are still evident in social patterns of hierarchy and deference, neo-Confucianism did not survive beyond the nineteenth century in Japan. Taoism is a Chinese philosophical tradition that emphasizes the spiritual and mystical connection between human beings and nature. Shamanism involves mystical and ecstatic contact through mediums between the supernatural and the human world. Since the sixteenth century, religious life has been influenced by Christianity. Frances Xavier visited the country in 1549 to initiate Catholic missionizing. By the early seventeenth century, there were an estimated three hundred thousand Catholics. The Tokugawa regime expelled the Catholic clergy in 1614 and tried to eliminate the Catholic community. However, communities of ""hidden Christians"" maintained their faith in isolation and secrecy. In 1870, the ban on Christianity was lifted. Although, only about 1 per cent of Japanese today consider themselves Christian, a number of intellectuals and political figures in the late nineteenth and twentieth centuries adopted Christianity. Liberal American Protestantism influenced progressive reformers and established many private universities; Catholic universities and hospitals are equally prominent.
After World War II, many new religious sects were founded and existing sects expanded enormously. Today there are hundreds of religious sects, a dozen of which are prominent. The Sōka Gakkai, an offshoot of Buddhism, has several million adherents and in the 1960s formed a conservative national political party. Buddhist and Shintō beliefs are central for most ""New Religions,"" but many sects also incorporate eclectic elements from religions around the world.
Rituals and Holy Places. O-Shōgatsu, the New Year's holiday is the major holiday season of the year and is a time for ritual reaffirmations of social obligations. O-Bon in mid-August marks the season when the spirits of the deceased return to their homes, and many people go to their hometowns to clean graves and celebrate memories of the departed. Infants often are taken to Shintō shrines thirty days after their birth, and the holiday Shichigosan in November is an occasion for children to be honored at shrines. Shintō includes beliefs about unlucky ages, and many shrines offer purification rituals to ward off ill fortune for people passing through those dangerous years. Community celebrations generally echo Shintō observances of the agricultural cycle. Local festivals vary, but most center on the celebration of the tutelary deity of a specific village, town, or neighborhood. Today local festivals are often expressions of community sentiment rather than religious events.";1;0;0;0;0;0;1;0
Turkey;https://www.everyculture.com/To-Z/Turkey.html;"Religion
Religious Beliefs. Islamic tradition, ideology, and ritual are very important. About 98 percent of Turkey's citizens are nominally Muslims, of whom about 80 to 85 percent are Sunnis of the Hanafi school and 15 to 20 percent are members of Shiite sects (mostly Alevi). Turkish Muslims recognize the standard Islamic creed and duties, but only the most religious fast or make a pilgrimage to Mecca. Four percent of Turks identify themselves as atheists, and 4 percent as agnostics.
For most Turks, Islam plays an important role in rites of passage: naming shortly after birth, circumcision for boys, marriage, and funerals. The state controls religious education and most religious personnel by supervising the schools that train Sunni imams and certifying imams as state employees who work in community mosques. In recent decades, a revival of fundamental Islam has been supported by about 20 percent of the population. A small proportion of the population participates in Sufi orders and brotherhoods.
The most important events in the Turkey's Islamic calendar are Ramazan , the lunar month of fast; Kadir Gecesi (Night of Power), the twenty-seventh day of Ramazan , when Mohammad was appointed the messenger of Allah; Sheker Bayram a three-day national holiday at the end of Ramazan in which people exchange visits and candy; and Kurban Bayram (Feast of Sacrifice), a four-day national holiday held during the lunar month of Hajj (Pilgrimage) to commemorate Abraham's willingness to sacrifice Isaac. As many as 2.5 million sheep have been sacrificed in Turkey on this holiday; most of the meat is shared with neighbors and donated to the poor.
Medicine and Health Care. Modern Western medical services have expanded significantly over the past two decades. The Ministry of Health is authorized to provide medical care and preventive health services, train health personnel, establish and operate hospitals and clinics, inspect private health facilities, and regulate pharmacies. In 1995, Turkey had 12,500 health facilities and a doctor for every 1,200 persons. The incidence of measles, pertussis, typhoid fever, and diphtheria has declined markedly since the 1970s. Infant mortality declined from 120 per 1,000 in 1980 to 55 per 1,000 in 1992. In rural areas, midwives deliver most babies.
Most urban dwellers have access to public health facilities, but many rural citizens do not. In the countryside and among recent migrants to the cities, folk medicine is still practiced. Peasant women learn folk medicine involving herbs, spices, prayers, and rituals from their mothers and apply it to family members instead of or in addition to modern medicine. Traditionally, some men specialized in folk medicine as well.";0;0;0;0;0;0;0;0
Chatgpt 5 (prompt 1) Ethiopia;"
Describe in detail how death and its rituals unfold within  Ethiopian society, as if you are present and watching the process. Capture the atmosphere, gestures, and sounds that surround mourning, preparation of the body, and the gathering of people. Write in a novel-like, observational tone under 200 words, and you may include direct quotes.";"At dawn the compound fills with a low, trembling murmur, as if grief itself were breathing. Women gather first, shawls pulled tightly around their shoulders, rocking in place as they whisper, “Ay, woy… woy…” The men stand in small clusters near the gate, heads bowed, palms pressed together in silence.
Inside the house, the air is warm with incense. Elder women wash the body slowly, reverently, speaking to it as though the spirit still lingers: “Go in peace… your journey is light.” They dress the deceased in clean cotton, tucking the fabric with practiced, tender hands.
Outside, neighbors begin to arrive—some barefoot, some carrying thermoses of coffee—each offering a brief embrace. Soon the courtyard swells with people sitting on low stools, the rhythm of grief rising and falling like wind. A man recites prayers in a steady, almost trembling cadence; children hover at the edges, quiet and wide-eyed.
When the body is brought out, wrapped in white, the wailing becomes a single, piercing ribbon of sound. People reach toward the cloth but do not touch it. They walk together, slow and heavy, as if escorting not just a person, but the weight of memory itself.";1;0;1;1;0;0;0;0
Chatgpt 5 (prompt 2) Ethiopia;"
Write the opening paragraph of a story set within Ethiopian Society that begins at the moment of death or during the events that follow . Let it feel like the start of a larger reflection on loss, custom, and belief. Focus on tone, rhythm, and the quiet movement of people rather than on individual grief. Keep it under 200 words, and you may include short dialogue.";"When the old man exhaled for the last time, the room did not erupt—rather, it folded inward, as though the walls themselves paused to listen. Someone stepped outside to summon the neighbors; someone else drew the curtains, soft as a blessing. Soon the compound filled with the rustle of shawls and the measured tread of sandals on dust. Women settled along the inner wall, their voices rising in low, braided murmurs. “He has crossed,” one whispered, and another replied, “May the path open.” The men lingered near the gate, speaking little, their silence a kind of architecture shaping how the morning would unfold. Incense spiraled upward in thin, searching lines. Cups of coffee clinked faintly in distant hands. Within this choreography—unhurried, inevitable—death felt less like an ending than an ancient rhythm beginning again, each gesture an echo of all who had passed before.";0;0;0;0;0;0;1;0
Chatgpt 5 (prompt 3) Ethiopia;"
Describe, in a novel-like way, how death and the afterlife are approached within Ethiopian society. Do not focus on particular individuals; instead, narrate the general flow — from death and preparation of the body to ceremonies, mourning, and beliefs about continuation beyond life. Keep it under 200 words and you may include brief quoted phrases.";"In many Ethiopian communities, death arrives not as a sudden rupture but as a summons to an old, familiar order. When a person passes, the house shifts into a quiet choreography: windows drawn, incense lit, voices lowered to murmurs. Elder women wash and anoint the body, wrapping it in white cloth with slow, practiced gestures, whispering “May your road be smooth.” The air grows warm with myrrh, and neighbors gather even before the news fully spreads, as if grief itself travels ahead of words.
Mourning unfolds in layers—chants rising and falling like breath, coffee served in rounds that steady trembling hands, men and women arranged in circles of respectful distance. Prayers or recitations echo through courtyards, carrying the belief that the soul is already on its way, guided by light, memory, and the intercession of ancestors or saints.
Burial comes swiftly, the earth closed with a final, communal press of soil. Yet the days that follow—shared meals, storytelling, the soft refrain of “He is remembered”—bind the living to the departed. In this flow, death is not disappearance but passage, a turning of one existence into another, held gently by ritual and the collective insistence that no one travels alone.";1;0;1;1;1;0;1;1
Mistral-large (prompt 1) Ethiopia;"
";"The air in Addis Ababa is thick with the scent of frankincense and damp earth as the mourners gather. Women, draped in white netela shawls, sway in unison, their voices rising in a haunting ululation—""Yilugnta!""—a cry that pierces the stillness. The men stand apart, their shoulders hunched, murmuring prayers in low, rhythmic tones.
Inside the home, the body lies on a reed mat, washed and wrapped in a simple white cloth, the scent of tenadam—a sacred herb—lingering. A priest moves through the crowd, swinging a censer, the smoke curling like a bridge between the living and the dead. Children cling to their mothers, their wide eyes reflecting the flicker of candlelight.
Outside, neighbors bring injera and wat, their hands pressing gently on the shoulders of the grieving. ""May God give you strength,"" they whisper. The night hums with stories of the departed—laughter, quirks, the way they tilted their head when they laughed. By dawn, the procession begins, a slow, deliberate march to the churchyard, where the earth waits, and the cycle continues.";1;0;1;1;1;0;0;1
Mistral-large (prompt 2) Ethiopia;"
";"The first breath of dawn had not yet touched the highlands when the old man’s chest stilled, his fingers loosening around the wooden cross he had clutched since morning prayers. The room, dim with the smoke of dying embers, seemed to exhale with him. Outside, the rooster crowed, unaware, and the women moved like shadows, their bare feet silent on the packed earth. They did not weep—not yet. Instead, their hands worked: one smoothed the thin cotton over his limbs, another lit the frankincense, its resinous scent curling into the rafters.
""Ato Alemayehu has gone to rest,"" a voice murmured, and the words passed from lip to ear, a ripple through the gathered. The men arrived then, their voices low, their steps measured, as if the weight of the moment pressed them deeper into the ground. They carried no tools, only memory. The priest came last, his staff tapping softly, his presence turning the house into a threshold. The air hummed—not with sorrow, not yet—but with the quiet understanding that something had shifted, that the living were now keepers of a story no longer being written.";0;0;1;0;0;0;0;0
Mistral-large (prompt 3) Ethiopia;"
";"The moment the last breath left him, the room seemed to hold its own. The oil lamp flickered, casting long shadows on the mud walls as the women, wrapped in their white netela, moved without sound—one to cover his face with a cloth, another to kneel and press her forehead to the earth. Outside, the wind carried the scent of damp soil and distant rain, as if the land itself had paused to listen.
""He has gone to the ancestors now,"" an elder whispered, and the words settled among them like dust. The men arrived in twos and threes, their footsteps slow, their voices muted. They did not rush. There was no need. The priest would come at dawn, and the body would be washed with water and tenadam, the sacred herb, before the sun climbed too high. For now, they waited, their hands resting on their knees, their breaths steady, as though time had softened at the edges.
The night hummed with the quiet rhythm of tradition—no wailing yet, only the low murmur of prayers and the occasional rustle of cloth. The living knew their roles. The dead had theirs. And in the space between, something sacred lingered.";0;0;1;1;0;0;1;0
Qwen 3-Max (prompt 1) Ethiopia;;"The air hangs thick with *gomen* and frankincense—a sharp, sacred smoke curling from clay *menkeshkesh* censers carried by women draped in white *netelas*. Inside the dim *tukul*, the body rests on a woven *mesob*, washed thrice in scented water, wrapped in seven layers of cotton—each fold murmured with Psalm 23. An elder’s hands, knotted like olive roots, smooth the final shroud. Outside, the *kebero* drums throb low, a heartbeat slowing. Women ululate—not shrill, but deep-throated, keening like wind through highlands: *“Eeeh-ya-ya… *Abaté* is gone…”* Men stand shoulder-to-shoulder, heads bowed, palms pressed to foreheads in silent *kidane*. A priest intones in Ge’ez, voice rasping like stone on stone: *“Täqʷämä nafs—Rest the soul.”* Children cling to skirts, wide-eyed, as elders pass *tella* in clay pots, whispering proverbs: *“A tree falls; the forest remembers its shade.”* By dusk, the procession winds to the churchyard—bare feet on red earth, hymns rising in layered harmonies—until shovel meets soil, and the first fistful of dirt *thuds* onto the coffin. Silence, then: a single *krar* plucks a minor chord. The earth drinks its due.";1;1;1;1;1;0;0;1
Qwen 3-Max (prompt 2) Ethiopia;;"The breath left him not with a gasp, but a sigh—soft as dust settling on a windowsill—while outside, the jacaranda petals fell in slow, violet drifts. Inside the cool dimness of the *tukul*, time slackened. Hands, already waiting, moved without command: one closed the eyes, another folded the arms across the chest, a third lit the *menkeshkesh*, its resinous smoke spiraling upward like a question. No wail rose yet; grief, here, is measured in intervals. Women began the quiet work of washing—sponges dipped in water laced with *besobes* and rosemary—while men sat knee-to-knee on low stools, passing a single cup of *bun* in silence. A child, barefoot, paused in the doorway, watching the steam rise from the basin, the careful lifting of limbs, the way the sheet, when drawn, seemed to hold more light than the body beneath it. From the courtyard, a neighbor murmured, *“Yemot, yemot…”*—*He is gone, he is gone*—not in despair, but as a fact to be folded into the day’s fabric, like the cloth now being cut for the shroud. The world did not stop; it deepened.";0;0;0;1;1;1;0;0
Qwen 3-Max (prompt 3) Ethiopia;;"Death here is not an end but a threshold—crossed slowly, deliberately, with the living guiding the dead like elders leading a child through mist. The body, washed in scented water, wrapped in white cotton as pure as baptismal linen, is laid facing east, toward Jerusalem and the Second Coming. For three days, the house breathes in cycles of prayer, drum, and lament: the *kebero* pulses low, the *mequamia* staff taps the floor in rhythm with the Psalms, and voices rise in *zewered*—hymns that do not plead, but *accompany*. “*Habesha* does not bury; he *sends*,” they say. On the seventh day, the *Tazkar*—a memorial feast of *dabo*, *shiro*, and honey wine—calls kin together to speak the departed’s name aloud, for to be forgotten is the true death. Graves are marked simply, often with a stone cross or a sapling, for the soul is believed to wander forty days, resting in churches, visiting loved ones in dreams, before presenting itself before St. Michael at the *Mesafint*—the heavenly tribunal. Judgment is tempered by mercy, intercession, and the weight of *gib*—deeds done in silence. Beyond lies *Samed*, the eternal Sabbath: a garden where the righteous sit beneath fig trees, where the departed *live on*—not as ghosts, but as ancestors, present in proverbs, in sudden stillness, in the smell of incense at dawn.";1;0;1;1;1;0;1;1
Gemini 2.5-Flash (prompt 1) Ethiopia;"
";"A sudden, heart-wrenching wail pierces the air—the sound of irkum (grief/mourning) signaling a soul's departure. Immediately, the small village compound swells with movement. Neighbors, family, and distant relatives rush in, their faces etched with immediate sorrow. The atmosphere is thick, heavy with the communal weight of loss.
Inside the home, the aleka (elder/leader) begins the preparations. The body is washed meticulously by family members of the same sex, a ritual cleansing, perhaps followed by anointing with sweet-smelling oil, and then wrapped in a simple white cotton cloth, the lemd or netela.
Outside, the hadara (mourning tent) is quickly erected. The sounds of mourning are layered: the low, rhythmic chanting of prayers by priests, the sustained, high-pitched crying of women, punctuated by the deep sighs and silent tears of the men. They gather closely, sitting on mats. Someone whispers, ""May God grant his soul rest."" The air is filled with the scent of coffee and the solemn expectation of the immediate burial, a swift transition from this world to the next, usually within 24 hours. The gathering is a palpable, unifying show of woded (love and respect).";1;0;1;1;0;0;1;0
Gemini 2.5-Flash (prompt 2) Ethiopia;"
";"The breath left his chest not with a final gasp, but with a slow, almost courteous sigh that dissolved into the dawn air. The flicker of the kerosene lamp caught the movement of the first mourners as they crossed the compound, their footsteps muffled by the soft earth and the early morning mist. There was a quiet, practiced choreography to their arrival; no shouts, only the immediate, low hum of women beginning the wiyo—the rhythmic, lamenting cry that would soon draw others. Men arrived wrapped in their heavy gabis, their heads bowed in respect, taking their places on the wooden benches outside the hut. ""He is resting now,"" someone murmured, a phrase that carried both the weight of sadness and the firm anchor of faith, turning the sudden absence into a recognized, ancient pathway. The custom was a shield, a shared weight that disallowed individual collapse, dictating every necessary action in the face of what was absolute.";0;0;0;0;0;0;0;1
Gemini 2.5-Flash (prompt 3) Ethiopia;"
";"The moment of departure is not an end, but a transition—a quiet passage from the visible world, yemegegna, to the one unseen. Once the final breath is drawn, the speed of action is remarkable, propelled by a spiritual urgency. The body is quickly prepared, washed, and wrapped in a simple white cloth—a gesture of purity and equality before God. There is no lingering, for the spirit must be released.
The earth receives the body swiftly, often within twenty-four hours, a testament to the belief in the resurrection and the need to return the physical form to its origin. Back in the compound, the hadara (mourning tent) becomes the heart of the community. Days turn into a continuous stream of shared tears, coffee, and hymns. ""May God grant him rest,"" the phrase echoes, reaffirming the deceased's journey. Mourning is a communal burden, a structured ritual of forty days and then eighty days for an elder, ensuring the memory remains, not as a final goodbye, but as a prayerful support for the soul's continuation toward the Kingdom of Heaven.";1;0;1;1;0;0;1;1
Deepseek V3.2 (prompt 1) Ethiopia;;"The compound is thick with low wailing, a rhythmic hum that rises from the women clustered in the shade. Inside the tukul, the air is close with incense and grief. The body is washed with careful reverence by family elders, their hands steady, their murmurs a soft counterpoint to the keening outside.

“Tizitawo, yimesgan,” an old woman sighs, touching the cold forehead. *My memory, forgive me.*

For three days, the community gathers, a sea of white netela shawls. The men speak in low tones, sharing stories that coax weak smiles. A priest’s voice cuts the heavy air with psalms. The scent of brewing coffee, the bitter staple of both celebration and grief, cuts through the incense.

They carry the simple bier shoulder-high through the dust. The earth receives its own. Back at the house, the mourning dissolves into quiet remembrance, the shared meal a silent vow: you are not forgotten. The hum has softened now, woven into the fabric of the ordinary day.";1;0;1;1;1;0;0;0
Deepseek V3.2 (prompt 2) Ethiopia;;"The last breath left him not with a gasp, but a soft release, a final giving over. Immediately, the women's ululation pierced the still afternoon—not a scream, but a formal, piercing signal to the village. In the courtyard, movement began, purposeful and quiet. A neighbor arrived with a bundle of fresh myrrh for the washing. Another brought the white shroud. The heavy scent of incense began to coil from the doorway, meeting the dust-moted sunbeams. Low voices murmured psalms, the ancient Ge'ez words a river under the sharper cries. A cup of water was placed by the threshold. ""For the journey,"" an elder said, to no one and everyone. The house was no longer just a home; it had become a transit point, a space between worlds, filled now with the solemn, practiced ballet of ritual, each gesture a stitch in the fabric that holds a community whole when a single thread snaps.";0;0;1;1;0;0;1;0
Deepseek V3.2 (prompt 3) Ethiopia;;"The announcement is not silent. A ululating cry from the women of the house ripples through the neighborhood, a sound both raw and ritual. The body, washed and shrouded in white by reverent hands, becomes a quiet center. For three days, the community sits in vigil, a fortress of shared prayer and soft psalms. ""Yimesgan,"" they murmur. *Forgive him.*

The earth receives its own after the procession, the priest's final benediction hanging in the air. Yet, the soul's journey is believed to linger. Memorial feasts—*tazkar*—are held at forty days and one year, where the scent of incense and roasted grain mingle, feeding both the living and the memory of the departed. Death is not a severance, but a transformation. The physical form returns to dust, but the spirit is recalled in prayer and coffee ceremony, its name spoken aloud to ensure it is not lost. It is a continuation, woven through the living by custom, a belief that the thread of a person is never truly cut.";1;0;1;1;1;0;1;0
Chatgpt 5 (prompt 1) India;"
Describe in detail how death and its rituals unfold  within  Indian society, as if you are present and watching the process. Capture the atmosphere, gestures, and sounds that surround mourning, preparation of the body, and the gathering of people. Write in a novel-like, observational tone under 200 words, and you may include direct quotes.""";"The house has gone quiet in a particular way—not empty, but crowded with restraint. Ceiling fans hum steadily above bodies sitting cross-legged on the floor. Someone murmurs a mantra; someone else answers softly, off-beat. Grief here does not erupt—it settles.
The body lies on the floor, washed, wrapped in plain white cotton. A son pours water into his father’s mouth, his hand shaking only once. “Ram naam satya hai,” a voice says—not loud, not ceremonial yet, just factual. Truth is being stated, not argued.
Women sit apart, weeping openly, palms striking thighs in a slow rhythm. Men stand, confer quietly, check watches, make calls. Death requires logistics. Outside, neighbors arrive barefoot, touching foreheads, whispering, “Om Shanti,” before taking their place.
At the cremation ground, smoke already hangs in the air, layered with sandalwood and river damp. The pyre is built carefully, almost tenderly. When the fire is lit, it catches fast. No one looks away for long. Bells ring once. A dog barks somewhere nearby. Life does not pause—it watches, waits, and then continues.
";0;0;1;1;0;0;0;0
Chatgpt 5 (prompt 2) India;"""
Write the opening paragraph of a story set within Indian Society that begins at the moment of death or during the events that follow . Let it feel like the start of a larger reflection on loss, custom, and belief. Focus on tone, rhythm, and the quiet movement of people rather than on individual grief. Keep it under 200 words, and you may include short dialogue.""";"The moment arrived without announcement, slipping into the house like dusk. A hand loosened its grip, a breath failed to return, and somewhere a steel tumbler rang softly as it tipped over. No one cried out at first. Chairs were drawn closer. A phone was set to silent. The ceiling fan kept turning, obedient, indifferent. Someone said, almost politely, “It has happened,” and the sentence passed from room to room like a necessary object. Feet moved—bare, careful—toward the kitchen, toward the doorway, toward the body now being straightened, aligned with the room. White cloth appeared, folded with practice. Outside, sandals accumulated by the threshold. Neighbors arrived carrying nothing but time. A low chant began and stopped, began again. “Call the priest.” “Heat some water.” Instructions moved faster than sorrow. In this first hour, loss had a shape: it sounded like murmurs, smelled of incense and boiled milk, and looked like people rearranging themselves around an absence, already learning how to stand where something sacred had just withdrawn.
";0;0;1;0;1;0;0;0
